Model ID	Model Family Name	Description
PF06722.15	DUF1205	Protein of unknown function (DUF1205)
PF06724.14	DUF1206	Domain of Unknown Function (DUF1206)
PF06727.14	DUF1207	Protein of unknown function (DUF1207)
PF06740.15	DUF1213	Protein of unknown function (DUF1213)
PF06742.14	DUF1214	Protein of unknown function (DUF1214)
PF06746.14	DUF1216	Protein of unknown function (DUF1216)
PF06748.15	DUF1217	Protein of unknown function (DUF1217)
PF06749.15	DUF1218	Protein of unknown function (DUF1218)
PF06760.14	DUF1221	Protein of unknown function (DUF1221)
PF06764.14	DUF1223	Protein of unknown function (DUF1223)
PF06797.14	DUF1229	Protein of unknown function (DUF1229)
PF06802.14	DUF1231	Protein of unknown function (DUF1231)
PF06803.15	DUF1232	Protein of unknown function (DUF1232)
PF06806.15	DUF1233	Putative excisionase (DUF1233)
PF06822.15	DUF1235	Protein of unknown function (DUF1235)
PF06823.15	DUF1236	Protein of unknown function (DUF1236)
PF06836.15	DUF1240	Protein of unknown function (DUF1240)
PF06840.14	DUF1241	Protein of unknown function (DUF1241)
PF06842.15	DUF1242	Protein of unknown function (DUF1242)
PF06844.14	DUF1244	Protein of unknown function (DUF1244)
PF06849.15	DUF1246	Protein of unknown function (DUF1246)
PF06851.14	DUF1247	Protein of unknown function (DUF1247)
PF06852.15	DUF1248	Protein of unknown function (DUF1248)
PF06853.15	DUF1249	Protein of unknown function (DUF1249)
PF06863.15	DUF1254	Protein of unknown function (DUF1254)
PF06866.14	DUF1256	Protein of unknown function (DUF1256)
PF06868.14	DUF1257	Protein of unknown function (DUF1257)
PF06869.15	DUF1258	Protein of unknown function (DUF1258)
PF06880.14	DUF1262	Protein of unknown function (DUF1262)
PF06882.15	DUF1263	Protein of unknown function (DUF1263)
PF06884.14	DUF1264	Protein of unknown function (DUF1264)
PF06887.17	DUF1265	Protein of unknown function (DUF1265)
PF06889.14	DUF1266	Protein of unknown function (DUF1266)
PF06897.15	DUF1269	Protein of unknown function (DUF1269)
PF06900.14	DUF1270	Protein of unknown function (DUF1270)
PF06906.14	DUF1272	Protein of unknown function (DUF1272)
PF06912.14	DUF1275	Protein of unknown function (DUF1275)
PF06918.17	DUF1280	Protein of unknown function (DUF1280)
PF06924.14	DUF1281	Protein of unknown function (DUF1281)
PF06932.14	DUF1283	Protein of unknown function (DUF1283)
PF06935.14	DUF1284	Protein of unknown function (DUF1284)
PF06938.14	DUF1285	Protein of unknown function (DUF1285)
PF06939.14	DUF1286	Protein of unknown function (DUF1286)
PF06940.14	DUF1287	Domain of unknown function (DUF1287)
PF06945.16	DUF1289	Protein of unknown function (DUF1289)
PF06947.15	DUF1290	Protein of unknown function (DUF1290)
PF06949.14	DUF1292	Protein of unknown function (DUF1292)
PF06950.14	DUF1293	Protein of unknown function (DUF1293)
PF06961.16	DUF1294	Protein of unknown function (DUF1294)
PF06966.15	DUF1295	Protein of unknown function (DUF1295)
PF06973.15	DUF1297	Domain of unknown function (DUF1297)
PF06975.14	DUF1299	Protein of unknown function (DUF1299)
PF06980.14	DUF1302	Protein of unknown function (DUF1302)
PF06993.15	DUF1304	Protein of unknown function (DUF1304)
PF06998.14	DUF1307	Protein of unknown function (DUF1307)
PF07000.14	DUF1308	Protein of unknown function (DUF1308)
PF07006.14	DUF1310	Protein of unknown function (DUF1310)
PF07013.14	DUF1314	Protein of unknown function (DUF1314)
PF07023.15	DUF1315	Protein of unknown function (DUF1315)
PF07026.14	DUF1317	Protein of unknown function (DUF1317)
PF07027.15	DUF1318	Protein of unknown function (DUF1318)
PF07028.14	DUF1319	Protein of unknown function (DUF1319)
PF07032.14	DUF1322	Protein of unknown function (DUF1322)
PF07037.14	DUF1323	Putative transcription regulator (DUF1323)
PF07039.14	DUF1325	SGF29 tudor-like domain
PF07040.14	DUF1326	Protein of unknown function (DUF1326)
PF07041.14	DUF1327	Protein of unknown function (DUF1327)
PF07043.16	DUF1328	Protein of unknown function (DUF1328)
PF07044.14	DUF1329	Protein of unknown function (DUF1329)
PF07045.14	DUF1330	Domain of unknown function (DUF1330)
PF07048.14	DUF1331	Protein of unknown function (DUF1331)
PF07056.14	DUF1335	Protein of unknown function (DUF1335)
PF07063.16	DUF1338	Domain of unknown function (DUF1338)
PF07066.14	DUF3882	Lactococcus phage M3 protein
PF07067.14	DUF1340	Protein of unknown function (DUF1340)
PF07075.14	DUF1343	Protein of unknown function (DUF1343)
PF07076.14	DUF1344	Protein of unknown function (DUF1344)
PF07077.14	DUF1345	Protein of unknown function (DUF1345)
PF07079.14	DUF1347	Protein of unknown function (DUF1347)
PF07080.14	DUF1348	Protein of unknown function (DUF1348)
PF07081.14	DUF1349	Protein of unknown function (DUF1349)
PF07082.14	DUF1350	Protein of unknown function (DUF1350)
PF07083.14	DUF1351	Protein of unknown function (DUF1351)
PF07087.14	DUF1353	Protein of unknown function (DUF1353)
PF07092.15	DUF1356	Protein of unknown function (DUF1356)
PF07094.14	DUF1357	Protein of unknown function (DUF1357)
PF07096.14	DUF1358	Protein of unknown function (DUF1358)
PF07097.14	DUF1359	Protein of unknown function (DUF1359)
PF07098.14	DUF1360	Protein of unknown function (DUF1360)
PF07099.14	DUF1361	Protein of unknown function (DUF1361)
PF07101.14	DUF1363	Protein of unknown function (DUF1363)
PF07103.14	DUF1365	Protein of unknown function (DUF1365)
PF07104.14	DUF1366	Protein of unknown function (DUF1366)
PF07105.14	DUF1367	Protein of unknown function (DUF1367)
PF07112.14	DUF1368	Protein of unknown function (DUF1368)
PF07116.14	DUF1372	Protein of unknown function (DUF1372)
PF07117.14	DUF1373	Protein of unknown function (DUF1373)
PF07118.14	DUF1374	Protein of unknown function (DUF1374)
PF07119.15	DUF1375	Protein of unknown function (DUF1375)
PF07120.14	DUF1376	Protein of unknown function (DUF1376)
PF07125.14	DUF1378	Protein of unknown function (DUF1378)
PF07128.15	DUF1380	Protein of unknown function (DUF1380)
PF07129.14	DUF1381	Protein of unknown function (DUF1381)
PF07131.14	DUF1382	Protein of unknown function (DUF1382)
PF07136.14	DUF1385	Protein of unknown function (DUF1385)
PF07139.14	DUF1387	Protein of unknown function (DUF1387)
PF07142.15	DUF1388	Repeat of unknown function (DUF1388)
PF07146.14	DUF1389	Protein of unknown function (DUF1389)
PF07150.14	DUF1390	Protein of unknown function (DUF1390)
PF07151.15	DUF1391	Protein of unknown function (DUF1391)
PF07154.14	DUF1392	Protein of unknown function (DUF1392)
PF07165.14	DUF1397	Protein of unknown function (DUF1397)
PF07166.14	DUF1398	Protein of unknown function (DUF1398)
PF07176.14	DUF1400	Alpha/beta hydrolase of unknown function (DUF1400)
PF07182.14	DUF1402	Protein of unknown function (DUF1402)
PF07183.14	DUF1403	Protein of unknown function (DUF1403)
PF07185.14	DUF1404	Protein of unknown function (DUF1404)
PF07187.14	DUF1405	Protein of unknown function (DUF1405)
PF07190.14	DUF1406	Protein of unknown function (DUF1406)
PF07193.14	DUF1408	Protein of unknown function (DUF1408)
PF07197.15	DUF1409	Protein of unknown function (DUF1409)
PF07198.14	DUF1410	Protein of unknown function (DUF1410)
PF07199.14	DUF1411	Protein of unknown function (DUF1411)
PF07203.14	DUF1412	Protein of unknown function (DUF1412)
PF07205.14	DUF1413	Domain of unknown function (DUF1413)
PF07208.14	DUF1414	Protein of unknown function (DUF1414)
PF07209.15	DUF1415	Protein of unknown function (DUF1415)
PF07210.15	DUF1416	Protein of unknown function (DUF1416)
PF07214.15	DUF1418	Protein of unknown function (DUF1418)
PF07215.14	DUF1419	Protein of unknown function (DUF1419)
PF07220.14	DUF1420	Protein of unknown function (DUF1420)
PF07223.14	DUF1421	UBA-like domain (DUF1421)
PF07226.14	DUF1422	Protein of unknown function (DUF1422)
PF07232.14	DUF1424	Putative rep protein (DUF1424)
PF07233.15	DUF1425	Protein of unknown function (DUF1425)
PF07235.14	DUF1427	Protein of unknown function (DUF1427)
PF07237.14	DUF1428	Protein of unknown function (DUF1428)
PF07242.14	DUF1430	Protein of unknown function (DUF1430)
PF07248.15	DUF1431	Protein of unknown function (DUF1431)
PF07252.14	DUF1433	Protein of unknown function (DUF1433)
PF07256.15	DUF1435	Protein of unknown function (DUF1435)
PF07270.14	DUF1438	Protein of unknown function (DUF1438)
PF07273.15	DUF1439	Protein of unknown function (DUF1439)
PF07274.15	DUF1440	Protein of unknown function (DUF1440)
PF07278.14	DUF1441	Protein of unknown function (DUF1441)
PF07279.14	DUF1442	Protein of unknown function (DUF1442)
PF07285.14	DUF1444	Protein of unknown function (DUF1444)
PF07290.14	DUF1449	Protein of unknown function (DUF1449)
PF07293.14	DUF1450	Protein of unknown function (DUF1450)
PF07295.14	DUF1451	Zinc-ribbon containing domain
PF07301.14	DUF1453	CcdC protein
PF07305.15	DUF1454	Protein of unknown function (DUF1454)
PF07306.14	DUF1455	Protein of unknown function (DUF1455)
PF07308.16	DUF1456	Protein of unknown function (DUF1456)
PF07312.14	DUF1459	Protein of unknown function (DUF1459)
PF07313.15	DUF1460	Protein of unknown function (DUF1460)
PF07314.14	DUF1461	Protein of unknown function (DUF1461)
PF07315.14	DUF1462	Protein of unknown function (DUF1462)
PF07316.14	DUF1463	Protein of unknown function (DUF1463)
PF07318.15	DUF1464	Protein of unknown function (DUF1464)
PF07323.15	DUF1465	Protein of unknown function (DUF1465)
PF07330.15	DUF1467	Protein of unknown function (DUF1467)
PF07341.14	DUF1473	Protein of unknown function (DUF1473)
PF07342.14	DUF1474	Protein of unknown function (DUF1474)
PF07343.14	DUF1475	Protein of unknown function (DUF1475)
PF07345.14	DUF1476	ATPase inhibitor subunit zeta
PF07346.14	DUF1477	Protein of unknown function (DUF1477)
PF07349.14	DUF1478	Protein of unknown function (DUF1478)
PF07350.15	DUF1479	Protein of unknown function (DUF1479)
PF07351.16	DUF1480	Protein of unknown function (DUF1480)
PF07356.15	DUF1481	Protein of unknown function (DUF1481)
PF07358.14	DUF1482	Protein of unknown function (DUF1482)
PF07363.14	DUF1484	Protein of unknown function (DUF1484)
PF07364.15	DUF1485	Metallopeptidase family M81
PF07368.14	DUF1487	Protein of unknown function (DUF1487)
PF07369.14	DUF1488	Protein of unknown function (DUF1488)
PF07370.14	DUF1489	Protein of unknown function (DUF1489)
PF07371.15	DUF1490	Protein of unknown function (DUF1490)
PF07372.15	DUF1491	Protein of unknown function (DUF1491)
PF07374.14	DUF1492	Protein of unknown function (DUF1492)
PF07377.15	DUF1493	Protein of unknown function (DUF1493)
PF07379.14	DUF1494	Protein of unknown function (DUF1494)
PF07381.14	DUF1495	Winged helix DNA-binding domain (DUF1495)
PF07383.15	DUF1496	Protein of unknown function (DUF1496)
PF07384.14	DUF1497	Protein of unknown function (DUF1497)
PF07386.14	DUF1499	Protein of unknown function (DUF1499)
PF07394.15	DUF1501	Protein of unknown function (DUF1501)
PF07397.14	DUF1502	Repeat of unknown function (DUF1502)
PF07403.14	DUF1505	Protein of unknown function (DUF1505)
PF07405.14	DUF1506	Protein of unknown function (DUF1506)
PF07408.14	DUF1507	Protein of unknown function (DUF1507)
PF07411.15	DUF1508	Domain of unknown function (DUF1508)
PF07420.14	DUF1509	Protein of unknown function (DUF1509)
PF07423.14	DUF1510	Domain of unknown function (DUF1510)
PF07431.15	DUF1512	Protein of unknown function (DUF1512)
PF07433.14	DUF1513	Protein of unknown function (DUF1513)
PF07438.14	DUF1514	Protein of unknown function (DUF1514)
PF07439.14	DUF1515	Protein of unknown function (DUF1515)
PF07457.14	DUF1516	Protein of unknown function (DUF1516)
PF07466.14	DUF1517	Protein of unknown function (DUF1517)
PF07469.15	DUF1518	Nuclear receptor coactivator, DUF1518
PF07481.14	DUF1521	Domain of Unknown Function (DUF1521)
PF07482.14	DUF1522	Domain of Unknown Function (DUF1522)
PF07485.14	DUF1529	Domain of Unknown Function (DUF1259)
PF07505.14	DUF5131	Protein of unknown function (DUF5131)
PF07509.14	DUF1523	Protein of unknown function (DUF1523)
PF07510.14	DUF1524	Protein of unknown function (DUF1524)
PF07511.14	DUF1525	Protein of unknown function (DUF1525)
PF07550.14	DUF1533	Protein of unknown function (DUF1533)
PF07556.14	DUF1538	Protein of unknown function (DUF1538)
PF07560.14	DUF1539	Domain of Unknown Function (DUF1539)
PF07561.14	DUF1540	Domain of Unknown Function (DUF1540)
PF07563.14	DUF1541	Protein of unknown function (DUF1541)
PF07564.14	DUF1542	Domain of Unknown Function (DUF1542)
PF07566.15	DUF1543	Domain of Unknown Function (DUF1543)
PF07577.14	DUF1547	Domain of Unknown Function (DUF1547)
PF07579.14	DUF1548	Domain of Unknown Function (DUF1548)
PF07583.14	PSCyt2	Protein of unknown function (DUF1549)
PF07586.14	HXXSHH	Protein of unknown function (DUF1552)
PF07587.14	PSD1	Protein of unknown function (DUF1553)
PF07588.14	DUF1554	Protein of unknown function (DUF1554)
PF07590.14	DUF1556	Protein of unknown function (DUF1556)
PF07596.14	SBP_bac_10	Protein of unknown function (DUF1559)
PF07598.14	DUF1561	Protein of unknown function (DUF1561)
PF07599.14	DUF1563	Protein of unknown function (DUF1563)
PF07600.14	DUF1564	Protein of unknown function (DUF1564)
PF07602.14	DUF1565	Protein of unknown function (DUF1565)
PF07603.14	DUF1566	Protein of unknown function (DUF1566)
PF07606.14	DUF1569	Protein of unknown function (DUF1569)
PF07607.14	DUF1570	Protein of unknown function (DUF1570)
PF07608.14	DUF1571	Protein of unknown function (DUF1571)
PF07609.14	DUF1572	Protein of unknown function (DUF1572)
PF07610.14	DUF1573	Protein of unknown function (DUF1573)
PF07611.14	DUF1574	Protein of unknown function (DUF1574)
PF07613.14	DUF1576	Protein of unknown function (DUF1576)
PF07614.14	DUF1577	Protein of unknown function (DUF1577)
PF07617.14	DUF1579	Protein of unknown function (DUF1579)
PF07618.14	DUF1580	Protein of unknown function (DUF1580)
PF07619.14	DUF1581	Protein of unknown function (DUF1581)
PF07621.14	DUF1582	Protein of unknown function (DUF1582)
PF07622.14	DUF1583	Protein of unknown function (DUF1583) C domain
PF07624.14	PSD2	Protein of unknown function (DUF1585)
PF07626.14	PSD3	Protein of unknown function (DUF1587)
PF07627.14	PSCyt3	Protein of unknown function (DUF1588)
PF07628.14	DUF1589	Protein of unknown function (DUF1589)
PF07631.14	PSD4	Protein of unknown function (DUF1592)
PF07632.14	DUF1593	Protein of unknown function (DUF1593)
PF07637.14	PSD5	Protein of unknown function (DUF1595)
PF07643.14	DUF1598	Protein of unknown function (DUF1598)
PF07659.14	DUF1599	Nucleotide modification associated domain 1
PF07667.14	DUF1600	Protein of unknown function (DUF1600)
PF07671.14	DUF1601	Protein of unknown function (DUF1601)
PF07713.16	DUF1604	Protein of unknown function (DUF1604)
PF07753.14	DUF1609	Protein of unknown function (DUF1609)
PF07755.14	DUF1611	Domain of unknown function (DUF1611_C) P-loop domain
PF07756.15	DUF1612	Protein of unknown function (DUF1612)
PF07758.14	DUF1614	Protein of unknown function (DUF1614)
PF07759.15	DUF1615	Protein of unknown function (DUF1615)
PF07760.14	DUF1616	Protein of unknown function (DUF1616)
PF07761.15	DUF1617	Protein of unknown function (DUF1617)
PF07762.17	DUF1618	Protein of unknown function (DUF1618)
PF07784.14	DUF1622	Protein of unknown function (DUF1622)
PF07785.14	DUF1623	Protein of unknown function (DUF1623)
PF07789.15	DUF1627	Protein of unknown function (DUF1627)
PF07791.14	DUF1629	Protein of unknown function (DUF1629)
PF07793.14	DUF1631	Protein of unknown function (DUF1631)
PF07794.14	DUF1633	Protein of unknown function (DUF1633)
PF07795.14	DUF1635	Protein of unknown function (DUF1635)
PF07796.14	DUF1638	Protein of unknown function (DUF1638)
PF07797.17	DUF1639	Protein of unknown function (DUF1639)
PF07799.15	DUF1643	Protein of unknown function (DUF1643)
PF07800.15	DUF1644	Protein of unknown function (DUF1644)
PF07801.14	DUF1647	Protein of unknown function (DUF1647)
PF07816.14	DUF1645	Protein of unknown function (DUF1645)
PF07843.14	DUF1634	Protein of unknown function (DUF1634)
PF07845.14	DUF1636	Protein of unknown function (DUF1636)
PF07849.14	DUF1641	Protein of unknown function (DUF1641)
PF07852.14	DUF1642	Protein of unknown function (DUF1642)
PF07853.14	DUF1648	Domain of unknown function (DUF1648)
PF07854.15	DUF1646	Protein of unknown function (DUF1646)
PF07864.14	DUF1651	Protein of unknown function (DUF1651)
PF07865.14	DUF1652	Protein of unknown function (DUF1652)
PF07866.14	DUF1653	Protein of unknown function (DUF1653)
PF07867.14	DUF1654	Protein of unknown function (DUF1654)
PF07868.14	DUF1655	Protein of unknown function (DUF1655)
PF07869.15	DUF1656	Protein of unknown function (DUF1656)
PF07870.14	DUF1657	Protein of unknown function (DUF1657)
PF07872.14	DUF1659	Protein of unknown function (DUF1659)
